в	3385595
и	2656790
не	2450231
я	2375157
на	1958560
с	1646712
что	1405838
а	1204970
как	943141
это	813363
у	764488
ты	727882
по	724663
то	695455
меня	657577
все	641576
мне	630054
о	611666
за	576986
так	560235
для	549304
но	464300
из	451424
к	405178
ну	389485
да	380290
когда	339350
от	333349
тебя	323112
уже	320310
кто	318048
же	316029
только	300403
бы	299209
вот	294634
он	293253
если	288289
мы	286573
нет	277007
еще	268062
сегодня	263864
скачать	262020
просто	257257
будет	235464
хочу	231404
есть	231141
тебе	220133
до	214619
день	212809
очень	211299
вы	209896
спасибо	199703
его	197610
больше	186336
она	185412
было	178356
надо	177033
или	172659
тоже	172385
теперь	166069
чем	164142
они	162921
всё	160038
там	156807
вас	156485
люблю	154312
без	153312
даже	152195
где	150996
сейчас	147239
может	146312
почему	143823
чтобы	143172
можно	142618
класс	141640
нас	140610
мой	136190
завтра	134575
год	134506
со	133651
вообще	128680
буду	127043
новый	125405
их	123831
был	123018
всегда	122965
быть	122348
тут	120873
время	120763
хорошо	115354
про	114928
раз	114757
себя	114484
всем	113409
видео	111815
м	110843
новости	110337
всех	109449
года	108597
человек	107479
ничего	106949
во	106584
фото	104956
люди	102926
смотреть	102078
могу	102061
бесплатно	101905
знаю	101431
жизнь	100939
после	100174
моя	98705
лучше	98490
под	98037
онлайн	96837
россии	96243
ни	94136
этот	93827
спать	93339
себе	93179
жизни	92909
потом	92685
один	92283
т	92149
такой	91726
какой	90262
ли	90217
дома	88999
нужно	88707
вам	86555
х	85771
кофе	84785
д	83145
никогда	83121
много	82754
ее	82342
пока	81797
н	81568
фильм	81077
привет	80503
всего	79161
ещё	78481
ж	78288
через	78183
л	77517
была	75640
потому	75365
делать	75160
лет	74332
людей	73513
этом	73496
того	72329
г	71400
этого	70241
такое	70182
нибудь	69196
купить	68782
нам	68088
при	68039
которые	68015
году	67714
дня	66263
чего	66129
кого	66084
мной	64670
опять	64599
утро	64064
мои	63963
бля	63946
блять	63661
свои	62608
такие	62601
такая	61931
блин	61773
любовь	60986
мама	60945
который	59669
человека	59575
два	59544
хоть	59472
игры	58218
том	58164
сколько	57991
скоро	57537
кому	57310
хочется	57123
хотя	56391
утра	56185
тогда	56011
инструкция	55595
об	55461
конечно	55096
сможет	54755
москве	54710
тот	54693
б	54577
хд	54094
него	53675
сделать	53460
зачем	53280
массаж	53114
ведь	53044
тем	53044
были	52508
ему	52375
каждый	51985
вчера	51694
р	51398
др	51272
будут	51154
первый	51131
какая	51004
собрал	50974
никто	50721
настроение	50720
нравится	50620
нг	50608
эти	50336
е	50193
золотых	50171
них	50140
телефон	50127
монет	49605
ночи	49572
весь	48918
значит	48815
одна	48570
кажется	48552
друг	48288
россия	48249
й	47754
моей	47719
тобой	47598
свою	47389
равно	47325
пойду	47247
самый	47239
снова	46777
сша	46491
домой	45978
ночь	45831
думаю	45603
совсем	45296
доброе	45266
куда	44860
мир	44429
декабря	44399
плохо	44132
три	43793
какие	43642
помощью	43634
правда	43548
москва	43286
свой	43179
более	42952
п	42759
давай	42617
пиздец	42355
сука	42282
самое	41896
че	41633
вопрос	41533
точно	41448
пусть	41358
жить	41253
надеюсь	41164
круто	41132
книга	41083
ненавижу	40923
зеленый	40802
наконец	40480
ладно	40422
им	40355
всю	40344
перед	40033
почти	39974
стоит	39698
сам	39652
эту	39626
давно	39584
лишь	39561
этой	39325
сразу	39315
вроде	39189
друзья	39105
лента	38898
ой	38845
интересно	38749
твит	38668
вк	38623
здесь	38576
таки	38566
своей	38334
рождения	38214
андроид	37972
украины	37927
эта	37777
понравилось	37705
деньги	37638
понимаю	37426
новым	37289
слишком	37253
ибо	37244
сижу	37171
стал	37079
школу	36999
вечер	36765
вместе	36754
нельзя	36726
сказать	36698
ей	36671
её	36652
та	36409
смотрю	36315
новая	36232
ко	36125
дела	35942
раньше	35890
иногда	35791
лол	35692
дом	35579
именно	35383
путин	35195
над	35182
часа	35139
гдз	34726
уж	34534
сказал	34404
минут	34366
дело	34291
играть	34253
кредит	34021
против	34014
сочи	33923
кстати	33844
чуть	33795
хочет	33685
говорят	33539
ый	33437
глаза	33400
хочешь	33174
января	33123
интернет	33051
годом	33041
области	32966
нормально	32877
мое	32761
немного	32661
украине	32594
сама	32584
нового	32525
рядом	32508
писать	32463
читать	32349
место	32266
твиттер	32064
главное	32061
те	31988
наверное	31936
слова	31917
говорит	31721
ура	31592
ага	31567
кино	31509
знаешь	31482
ней	31481
жду	31390
норм	31311
могут	31275
чтоб	31214
бывает	31188
своих	31106
столько	30974
рф	30915
ответы	30723
любви	30682
торрент	30507
з	30376
тех	30359
днем	30329
будем	30314
игра	30222
времени	30125
школе	30105
пожалуйста	30069
либо	29921
кем	29882
идти	29684
еды	29651
ним	29587
оно	29428
мало	29425
отлично	29415
улице	29397
момент	29390
нахуй	29285
лучший	29142
опубликовано	29028
знает	28996
часть	28966
сказала	28772
одной	28735
сильно	28591
серия	28469
аж	28320
самые	28317
учебник	28285
твой	28228
сердце	28058
украина	28025
рублей	28019
девушки	27991
удачи	27962
второй	27950
боже	27915
детей	27800
наступающим	27749
дней	27557
нее	27535
найти	27520
долго	27434
проститутки	27329
работы	27318
одно	27309
снег	27094
песни	27063
приятно	27024
часов	27003
назад	26835
го	26832
две	26755
поэтому	26666
игру	26618
прям	26609
обожаю	26491
работу	26404
осталось	26383
новые	26369
правильно	26303
счастья	26289
имбирем	26284
чувство	26232
программа	26156
нужен	26103
девушка	26081
подарок	26049
должен	25998
счастье	25914
посмотреть	25824
ч	25814
быстро	25769
час	25768
вся	25744
будто	25658
мире	25588
ок	25517
пора	25467
самая	25362
история	25347
щас	25222
город	25191
иди	25188
руки	25154
сайт	25040
любит	25037
последний	25022
женщина	24995
уроки	24856
майнкрафт	24812
утром	24683
проверь	24681
слово	24569
чувствую	24538
бесит	24513
сезон	24503
хороший	24486
такого	24421
русский	24400
зато	24337
ох	24326
урожай	24254
новое	24241
истории	24134
которая	24114
мира	24057
между	24023
собран	23961
тему	23932
грядки	23885
хотела	23873
голос	23870
нь	23783
твои	23730
говорить	23691
этим	23629
собой	23613
болит	23540
будешь	23437
своего	23391
эх	23248
пришла	23059
ночью	23043
друга	22912
пор	22903
одного	22863
музыку	22760
папа	22717
любимый	22711
идет	22705
думала	22669
рада	22626
работа	22617
помню	22575
друзей	22560
пол	22466
поняла	22246
несколько	22071
наши	21999
чувак	21977
читаювзаимно	21939
самом	21922
решебник	21900
наш	21858
песня	21832
парень	21696
стало	21644
любить	21604
пошла	21568
скучно	21523
мою	21502
тви	21425
мысли	21421
цена	21309
своими	21279
радует	21254
отзывы	21186
начала	21156
понял	21141
получил	21120
дальше	21070
неделю	21065
музыка	21018
туда	20976
другой	20966
своим	20931
недавно	20842
можешь	20813
деле	20784
действительно	20764
лето	20742
жаль	20646
хотел	20621
секс	20601
сон	20594
какое	20584
кроме	20510
скучаю	20507
каникулы	20408
еду	20380
дети	20363
закон	20354
меньше	20350
пару	20308
иду	20297
поздравляю	20184
язык	20154
москвы	20142
моего	20130
обычно	20091
сделал	19998
женщины	19939
журнал	19924
часто	19864
особенно	19806
книгу	19803
магазин	19795
тел	19716
санкт	19674
твояфортуна	19612
чо	19563
класса	19550
написать	19532
боюсь	19500
шоке	19489
пять	19464
нужна	19461
должна	19456
денег	19430
хватит	19419
взять	19391
оо	19382
сериал	19354
лучшие	19351
сначала	19350
мужчина	19323
работает	19295
людям	19255
весело	19231
недели	19199
вижу	19116
должны	19083
таких	19011
бл	19000
реально	18985
ждать	18926
снов	18925
фотография	18904
которых	18864
боль	18854
знаете	18852
чай	18745
типа	18743
самого	18674
двух	18638
стать	18625
ищу	18622
давайте	18597
мать	18558
сих	18540
ради	18483
футбол	18483
вместо	18463
зима	18418
посмотрел	18415
сделала	18404
школа	18309
гулять	18303
марта	18292
города	18290
лень	18206
обязательно	18193
милый	18184
вокруг	18181
хуй	18179
рт	18162
похудения	18128
метро	18056
свое	17976
твоя	17975
нашла	17969
книги	17873
скорее	17856
власти	17822
ел	17804
добра	17770
слушать	17752
короче	17734
моих	17708
постоянно	17703
понять	17703
голову	17689
страшно	17688
бизнес	17688
делаешь	17652
янукович	17623
ру	17609
какого	17509
знать	17500
стала	17495
других	17373
никак	17348
работать	17335
голове	17286
проблемы	17272
сами	17267
будь	17265
суд	17252
возможно	17239
февраля	17225
киеве	17173
делаю	17160
млн	17155
сидеть	17149
хуже	17145
большой	17084
вромайдан	16932
девочки	16903
городе	16895
ми	16890
одну	16858
супер	16858
честно	16814
драйвер	16809
серии	16808
любишь	16778
пить	16771
любимая	16734
круче	16732
хотят	16713
происходит	16708
ума	16696
вечером	16673
бог	16647
таким	16645
брат	16615
больно	16568
праздник	16522
даа	16518
фильмы	16446
странно	16439
вдруг	16413
хватает	16403
голова	16384
слов	16384
ответ	16378
станет	16356
подарки	16340
большое	16225
месяц	16221
настроения	16218
юм	16217
около	16210
гарри	16187
хорошего	16153
стали	16150
мужчины	16148
настолько	16132
черт	16079
